date,value
2023-01-01,-0.12859587808201278
2023-01-02,1.129574381308051
2023-01-03,0.21632678467983577
2023-01-04,-0.0036456047384474935
2023-01-05,-0.2849697925602478
2023-01-06,2.0323888316175998
2023-01-07,-0.2484264911192565
2023-01-08,-0.07626444572374819
2023-01-09,-1.395826975049496
2023-01-10,-1.8756413785156816
2023-01-11,0.548962342742055
2023-01-12,-0.9703057399009689
2023-01-13,0.0891506968660608
2023-01-14,1.8024800249576391
2023-01-15,0.14109056432415615
2023-01-16,-1.4372520909914706
2023-01-17,1.0342350313346074
2023-01-18,0.6876023339031553
2023-01-19,-0.5380193071694258
2023-01-20,-0.5640734906592717
2023-01-21,-0.8449695765544292
2023-01-22,-0.7935577601380012
2023-01-23,-0.4112344921964131
2023-01-24,1.4063285038209374
2023-01-25,0.8216140220667615
2023-01-26,0.5051149104592069
2023-01-27,0.6247017612528523
2023-01-28,0.1135388485461713
2023-01-29,0.3056198333786304
2023-01-30,-0.4086430026153059
2023-01-31,-1.1419083381984698
2023-02-01,-0.3776117506014216
2023-02-02,-0.24873922439330276
2023-02-03,0.7414781287159656
2023-02-04,-0.059275281450924484
2023-02-05,2.7301910536481695
2023-02-06,1.0277387380818839
2023-02-07,0.007359564500400777
2023-02-08,0.04054022812953883
2023-02-09,0.17794730118622826
2023-02-10,-0.7797985132645222
2023-02-11,-0.6351737052522871
2023-02-12,-2.6173348145188258
2023-02-13,0.23017377326352242
2023-02-14,1.1908090333317305
2023-02-15,-0.5045495620570023
2023-02-16,0.2986175956259964
2023-02-17,0.17827572599523706
2023-02-18,1.299709612742042
2023-02-19,-1.1435561145802555
2023-02-20,0.7980229754734902
2023-02-21,0.6429340305629342
2023-02-22,0.3613386516665847
2023-02-23,-0.5428311549188486
2023-02-24,0.11024091211339183
2023-02-25,1.1969062765426433
2023-02-26,-0.33259241747146767
2023-02-27,-0.6181705763271942
2023-02-28,0.6365681011526292
2023-03-01,-1.909858678361967
2023-03-02,1.7930090456813206
2023-03-03,-0.09186935736324592
2023-03-04,-0.25188410763731595
2023-03-05,0.5995264213661555
2023-03-06,0.1784062321252424
2023-03-07,1.8843832650256094
2023-03-08,0.17244861838432657
2023-03-09,0.23471110238169207
2023-03-10,0.3520068866111568
2023-03-11,0.2851634493025404
2023-03-12,0.2707358779978593
2023-03-13,0.9693161910868265
2023-03-14,-0.03840036005747253
2023-03-15,-0.5359018759343029
2023-03-16,-0.24123448703234526
2023-03-17,0.7290968105602698
2023-03-18,-0.42452544507077244
2023-03-19,0.0427355738477761
2023-03-20,1.8446025154503727
2023-03-21,0.5742022906200386
2023-03-22,-0.77438128423056
2023-03-23,0.11825644312687789
2023-03-24,-1.3310953859231462
2023-03-25,1.7678105827899355
2023-03-26,1.418877443236214
2023-03-27,-1.7674813798933853
2023-03-28,-2.1264731467437774
2023-03-29,-1.7519861075779946
2023-03-30,-0.27307670022312974
2023-03-31,1.6743795845420746
2023-04-01,-0.046553895060070634
2023-04-02,0.4956425942533725
2023-04-03,1.4555462257350196
2023-04-04,0.4956287650809212
2023-04-05,0.020815611670736044
2023-04-06,1.8493939871272544
2023-04-07,-0.2330575111882629
2023-04-08,0.1855008145240754
2023-04-09,1.3044323295572964
2023-04-10,-1.2667554169676858
